제목,내용,기사 URL,단어 5가지
"뉴진스도 입었다, 떠오르는 블록코어룩","축구 유니폼에 일상복을 매치하는 ‘블록코어룩’이 인기를 끌고 있다. 패션 플랫폼 무신사의 주요 브랜드 ‘1993스튜디오’가 주력으로 내세운 스포티한 감성의 ‘90S 트랙 스웨트셔츠’.유통팀 기자들이 큐(Q)레이션한 다양한 라이프스타일 뉴스를 인스타그램 Q매거진(@_q_magazine)에서 만나보세요.축구 좋아하시나요? ‘골 때리는 그녀들’ 같은 예능 프로그램과 카타르 월드컵의 인기에 힘입어 패션업계에서 축구 유니폼의 인기가 심상치 않습니다. 운동할 때 입는 옷을 넘어 당당히 패션의 한 카테고리로 자리매김하는 추세인데요. 축구 유니폼을 일상복과 매치하는 패션을 ‘블록코어(Blokecore)룩’이라고 부릅니다. 최근 봄여름(SS) 시즌 패션의 핫 키워드로 이 블록코어룩이 떠오르고 있습니다.블록코어는 영국에서 ‘녀석’을 뜻하는 속어인 블록(Bloke)과 평범한 멋을 지칭하는 단어인 ‘놈코어(normcore)’가 합쳐진 단어입니다. 축구 종주국인 영국의 펍이나 길거리에서 흔히 볼 수 있는 축구팬 남성의 모습을 하나의 패션으로 재해석한 스타일입니다.국내에선 월드컵에 앞서 인기 아이돌 등을 중심으로 유니폼 패션을 선보였습니다. 지난해 7월 데뷔한 걸그룹 뉴진스는 데뷔곡 ‘어텐션(Attention)’ 뮤직비디오에서 축구 유니폼을 입고 등장해 블록코어룩을 알렸습니다. 블랙핑크의 제니 역시 ‘핑크 베놈(Pink Venom)’ 뮤직비디오에서 아디다스의 ‘맨체스터 유나이티드 팀가이스트 저지’를 입고 나왔습니다.블록코어룩이 인기를 끌면서 유니폼 패션을 다루는 업체들도 인기를 끌고 있는데요. ‘1993스튜디오’ ‘스컬프터’ ‘스페이드클럽서울’ 등이 대표적입니다. 이들 브랜드는 공통적으로 엠블럼을 새기거나 어깨를 따라 선을 넣어 스포티한 무드를 연출할 수 있는 아이템을 선보이고 있습니다. 특히 1993스튜디오가 올해 봄여름 시즌 출시한 ‘90S 트랙 스웨트셔츠’의 경우 브이넥, 엠블럼 등 빈티지 스포츠 유니폼을 닮은 디자인을 선보였습니다. 1993스튜디오를 주로 판매하는 무신사 관계자는 “관련 브랜드들이 최근 9∼10배 가까이 성장하는 경우도 있다”고 전했습니다.LF의 사내 벤처 프로젝트로 시작한 스페이드클럽서울 역시 축구 유니폼을 모티프로 한 풋볼 티셔츠와 트랙 팬츠를 출시했습니다. 자연을 가꾸고 휴식을 즐긴다는 의미의 ‘그리너리(Greenery) 문화’를 기반으로 한 유니폼을 앞세웠습니다.정서영 기자 cero@donga.com",https://www.donga.com/news/Economy/article/all/20230502/119113061/1,"유니폼,축구,패션,블록,코어"
"""뉴진스로 변신한 똥별이""… '홍현희♥' 제이쓴도 '입틀막'","[헬스S] 무리한 다이어트, 생리통 위험 높인다 최근 건강한 몸에 대한 관심이 높아지고 있지만 여전히 마른 체형을 갈망하는 여성들이 많다. 이는 무리한 다이어트 등으로 이어지는데 부적절한 체중조절 행동은 여성의 월경곤란증(생리통) 위험을 높인다는 연구결과가 나왔다.질병관리청 국립보건연구원에 따르면 승인되지 않은 다이어트 보조제를 섭취하는 등 부적절한 방법을 통해 체중조절을 한 여성의 경증 생리통 위험은 22%, 중증 생리통 위험은 53% 높아졌다.구체적으로 살펴보면 끼니 거르기 등의 단식을 한 여성의 중증 생리통 위험은 44%, 승인되지 않은 다이어트 보조제를 섭취한 여성의 중증 생리통 위험은 56% 높았다.승인되지 않은 다이어트 보조제를 섭취한 여성의 경증 생리통 위험은 69%, 원푸드 다이어트를 한 여성의 경증 생리통 위험은 49% 높아졌다.최근 1년 동안 체중이 3kg 이상 변했거나 주 5회 이상 외식을 하거나 배달음식을 먹는 경우에도 생리통 위험이 높아지는 것으로 나타났다.생리통은 부인과 질환 중 하나로 심하면 어지..",http://moneys.mt.co.kr/news/mwView.php?no=2023050309375610446,"생리통,위험,여성,다이어트,체중"
"""아이돌 될래""…이지혜딸 태리, 뉴진스 복붙 춤실력","1황철순, 주가조작 가담 의혹 부인…""난 주식 모르는 똥멍청이""예능 프로그램에 출연해 얼굴을 알린 헬스 트레이너 황철순이 주가 조작 가담 의혹을 부인했다. 3일 황철순은 자신의 인스타그램에 ""3일 전부터 많은 기자분께서 (헬스장을) 뚫고 들어오신다""며 ""나는 주식도 모르는 똥멍청이이며 투자 제안도 받아본 적이 없으며 아직 피해 사실이 확인된 바 없다""고 적었다. ""운동과 관련되지 않은 부분에 대해서는 어떤 말씀이나 책임 있는 설명을 해드릴 수 없는 위치라는 것을 이해해 주시기 바란다""며 ""그렇게 많은 인터뷰를 해도 기사 한 토막 안 나간 이유는 내 얘기가 영양가가 없다는 얘기""라고",http://www.newsis.com/view/?id=NISX20230501_0002286538&cID=10601&pID=10600,"황철순,가담,의혹,부인,주식"
"뉴진스, ‘美 영향력 있는 아시아인 100인’ 선정 [연예뉴스 HOT]","신인 걸그룹 뉴진스가 미국 비영리단체 골드하우스가 발표한 올해 ‘미국에서 가장 영향력 있는 아시아인 100인’(A100)에 선정됐다. 2일(한국시간) 골드하우스는 홈페이지를 통해 “뉴진스는 글로벌 히트곡 ‘디토’와 ‘OMG’ 등을 통해 솔직하고 독창적인 음악으로 케이팝의 지평을 넓힌 그룹”이라며 선정 이유를 밝혔다. 해당 명단에는 카카오엔터테인먼트에서 음악 부문 글로벌 전략을 총괄하는 장윤중 글로벌전략담당(GSO)도 포함됐다. 지난해에는 배우 윤여정, 이정재, ‘오징어게임’ 황동혁 감독, 소설 ‘파친코’ 이민진 작가 등이 선정됐다.이정연 기자 annjoy@donga.com",https://sports.donga.com/article/all/20230502/119113252/1,"선정,글로벌,뉴진스,미국,골드"
"이지혜 딸 태리, 뉴진스에 푹 빠졌다…""아이돌 할래"" 한마디에 母 걱정","SBS '동상이몽2' 캡처이지혜 딸 태리가 뉴진스에 푹 빠졌다.1일 오후 방송된 SBS 예능 프로그램 '동상이몽 2 - 너는 내 운명'에서는 가수 이지혜, 문재완 부부의 일상이 공개된 가운데 첫째 딸 태리가 걸그룹 뉴진스를 따라해 이목을 집중시켰다.이날 문재완은 태리를 '공주야~', '공주님~'이라고 불렀다. 이내 등장한 태리에 대해 이지혜는 ""많이 컸다, 요즘 약간 공주병이 왔다, 그런 시기다""라고 알렸다.이지혜 가족은 함께 아이돌 댄스를 따라했다. 태리가 같이 추자고 제안하자 이지혜는 ""엄마 춤 진짜 잘 춰, 엄마는 댄스 가수야""라고 자신 있게 말했다. 태리는 ""나도 장난 아니야""라고 받아쳐 놀라움을 자아냈다. ""이거 봐""라더니 뉴진스의 '디토' 춤을 따라잡아 놀라움을 더했다.이때 문재완이 갑자기 엎드려 자세를 잡아 궁금증을 유발했다. 뉴진스 안무의 시작 부분이었던 것. 태리는 뉴진스에서 민지 역할을 맡아 웃음을 샀다. 그는 엔딩 포즈까지 아빠를 적극 활용해 폭소를 유발했다.문재완은 딸에 대해 아이돌 가수를 해도 되겠다며 흐뭇해 했다. 그러자 이지혜가 버럭하며 ""무슨 아이돌이야""라고 받아쳤다. 이어 태리를 향해 ""아이돌 할 생각 없지?""라고 물었다. 하지만 태리는 ""아니, 나 아이돌 할 생각 있어, 가수 하고 싶어""라고 깜짝 고백했다.이지혜는 태리의 얘기에 벌써부터 걱정했다. 아이돌 가수로 성공하는 게 너무 어렵다고 생각한 그는 ""다른 직업 좋은 게 너무 많다. 가수 말고 선생님 할까? 아니면 변호사? 닥터?""라고 태리에게 물어 눈길을 끌었다.llll@news1.kr",https://www.news1.kr/articles/5033199,"태리,이지혜,가수,아이돌,뉴진스"
"""세븐틴·뉴진스…거를 타선 없다""…하이브, 목표가 '샹항'-하이","2023.03.16 그룹 세븐틴 AAA인터뷰 /사진=이동훈 기자 photoguy@ 하이투자증권은 (289,500원 ▼5,000 -1.70%) 가 올해 기대 이상의 실적을 보였다며 기존 IP(지식재산권)와 신인 라인업의 고른 활약이 있었기 때문이라고 3일 분석했다. 투자의견 '매수'를 유지하고, 목표주가는 기존 23만원에서 33만원으로 상향 조정했다.박다겸 하이투자증권 연구원은 ""하이브의 올해 1분기 매출액은 전년 동기 대비 44% 늘어난 4106억원, 영업이익은 42% 증가한 525억원""이라며 ""영업이익 면에서 시장 기대치인 467억원을 뛰어넘었다""고 했다.박 연구원은 ""부문별로 앨범이 1843억원(TXT 신보, 지민 솔로, 뉴진스 신보, 부석순 유닛 및 세븐틴 구보), 공연이 252억원(세븐틴, 엔하이픈 등), 매니지먼트가 250억원, MD/라이선싱이 689억원, 콘텐츠가 873억원, 팬클럽 등이 200억원의 매출을 각각 올렸다""며 ""기존 IP(지재산권)의 성장 속도, 위버스 수익구조 고도화, 신인 라인업 중 어느 하나 거를 타선이 없다""고 말했다.그는 ""연차를 불문하고 컴백하는 아티스트마다 전작 대비 높은 앨범 판매고를 기록하며 팬덤 확장을 증명하고 있다""며 ""신인 라인업도 '보이스넥스트도어'(5월30일 데뷔 예정)가 TXT 이후 처음으로 나오는 대형 기획사 신인 보이그룹이라는 점에서 기대감이 높다""고 밝혔다.오프라인에 집중됐던 매출이 온라인으로 이동하고 있다는 점도 강조했다. 박 연구원은 ""위버스는 기존 '위버스샵'을 통해 오프라인에 집중됐던 매출을 온라인으로 끌고 오는 역할을 해왔다""며 ""3분기 중 론칭될 멤버십+(월 구독 서비스·팬레터 등 제공)은 매출을 온라인으로 옮기는 것을 넘어 매월 발생하는 디지털 매출을 새롭게 만들어낼 것""이라고 말했다. 하이투자증권은 하이브 가 올해 기대 이상의 실적을 보였다며 기존 IP(지식재산권)와 신인 라인업의 고른 활약이 있었기 때문이라고 3일 분석했다. 투자의견 '매수'를 유지하고, 목표주가는 기존 23만원에서 33만원으로 상향 조정했다.박다겸 하이투자증권 연구원은 ""하이브의 올해 1분기 매출액은 전년 동기 대비 44% 늘어난 4106억원, 영업이익은 42% 증가한 525억원""이라며 ""영업이익 면에서 시장 기대치인 467억원을 뛰어넘었다""고 했다.박 연구원은 ""부문별로 앨범이 1843억원(TXT 신보, 지민 솔로, 뉴진스 신보, 부석순 유닛 및 세븐틴 구보), 공연이 252억원(세븐틴, 엔하이픈 등), 매니지먼트가 250억원, MD/라이선싱이 689억원, 콘텐츠가 873억원, 팬클럽 등이 200억원의 매출을 각각 올렸다""며 ""기존 IP(지재산권)의 성장 속도, 위버스 수익구조 고도화, 신인 라인업 중 어느 하나 거를 타선이 없다""고 말했다.그는 ""연차를 불문하고 컴백하는 아티스트마다 전작 대비 높은 앨범 판매고를 기록하며 팬덤 확장을 증명하고 있다""며 ""신인 라인업도 '보이스넥스트도어'(5월30일 데뷔 예정)가 TXT 이후 처음으로 나오는 대형 기획사 신인 보이그룹이라는 점에서 기대감이 높다""고 밝혔다.오프라인에 집중됐던 매출이 온라인으로 이동하고 있다는 점도 강조했다. 박 연구원은 ""위버스는 기존 '위버스샵'을 통해 오프라인에 집중됐던 매출을 온라인으로 끌고 오는 역할을 해왔다""며 ""3분기 중 론칭될 멤버십+(월 구독 서비스·팬레터 등 제공)은 매출을 온라인으로 옮기는 것을 넘어 매월 발생하는 디지털 매출을 새롭게 만들어낼 것""이라고 말했다.<저작권자 © ‘돈이 보이는 리얼타임 뉴스’ 머니투데이, 무단전재 및 재배포 금지> 공감 0%비공감 0%",http://news.mt.co.kr/mtview.php?no=2023050307421021964,"매출,기존,신인,투자,라인업"
"뉴진스 다니엘, ’인어공주’ 한국어 더빙…디즈니 이번에도 성공?","뉴진스(NewJeans) 멤버 다니엘이 영화 ‘인어공주’ 주연 에리얼의 한국어 더빙을 맡는다.지난 2일 월트디즈니컴퍼니 코리아는 SNS를 통해 오는 5월 개봉을 앞둔 ‘인어공주’ 에리얼 한국어 더빙을 맡은 연예인의 실루엣을 공개했다.더빙 주인공은 한국어 더빙은 물론, ‘인어공주’의 대표적인 OST 중 하나인 ‘Part of Your World’를 커버하는 것으로 전해졌다.실루엣 단서 밖에 없지만 팬들은 뉴진스 다니엘이라는 추측을 이어갔다. 특히 실루엣과 일치하는 다니엘의 사진까지 지목되며 추측은 확신으로 바뀌었다.데뷔 앨범부터 폭발적인 반응을 불러 일으킨 뉴진스지만, 이번에는 기류가 다르다. ‘인어공주’에서 주인공 에리얼 역은 할리 베일리가 맡았다. 다니엘과 할리 베일리의 발성이 너무 다르기 때문에 전문 성우가 맡아야 햇다는 지적이 나온다.일부에서는 다니엘이 대표 OST인 ‘Part of Your World’ 가창 정도만 했어도 좋았을 것이라는 목소리도 있다.디즈니는 평소 성우 캐스팅에서 까다롭기로 유명하다. 캐릭터에 맞게 인물을 캐스팅해온 디즈니가 기우를 뒤집고 다니엘의 ‘인어공주’ 더빙을 이끌어낼수 있을지 이목이 집주된다.",http://www.slist.kr/news/articleView.html?idxno=447518,"다니엘,인어공주,더빙,뉴진스,에리얼"
"250·모니카 등 '힙'한 아티스트 12팀, 세종문화회관 찾는다","[이데일리 장병호 기자] 그룹 뉴진스 프로듀서 250, ‘스트릿 우먼 파이터’로 이름을 알린 댄서 모니카 등 ‘힙’(HIP)한 아티스트들이 한국 공연예술의 중심지인 세종문화회관을 찾는다. 세종문화회관은 3일 서울 종로구 세종문화회관 S씨어터에서 기자간담회를 열고 컨템포러리 시즌 ‘싱크 넥스트 23’ 라인업을 공개했다.‘싱크 넥스트’는 ‘동시대 공연예술을 선도하는 세계 수준의 콘텐츠 제작극장’을 지향하는 세종문화회관이 지난해 처음 선보인 여름 시즌 프로그램이다. 안호상 세종문화회관 사장은 “세종문화회관은 그동안 그 존재감에 억눌려 사회 요구를 반영하지 못하고 단조롭게 활동했다”며 “지금 대중이 기대하는 예술활동을 세종문화회관이 함께 품으며 이 시대 전면에서 활동하는 다양한 예술의 관점을 소개하고자 ‘싱크 넥스트’를 기획했다”고 설명했다.예술성과 대중성을 겸비한 아티스트 12개 팀이 오는 7월 6일부터 9월 10일까지 총 67일간 세종문화회관 S씨어터에서 관객과 만난다. 일렉트로닉, 인디, 알앤비(R&B), 트롯, 록 등 다채로운 음악 장르와 스트릿 댄스, 수화 퍼포먼스, 설치 미술, 스탠드업 코미디 등 공연장에서 흔히 접할 수 없었던 분야까지 실험성, 다양성, 대중성을 두루 갖췄다.가장 눈길을 끄는 공연은 DJ 겸 프로듀서 250(본명 이호형)의 ‘아직도 모르시나요’(7월 15일)다. 250은 올해 제20회 한국대중음악상에서 ‘올해의 음반’ ‘올해의 음악인’ ‘최우수 일렉트로닉 음반’ ‘최우수 일렉트로닉 노래’로 4관왕을 차지했다. 최근 전 세계적으로 인기인 K팝 그룹 뉴진스의 프로듀서로도 유명하다.이번 공연에선 트롯을 재해석한 앨범 ‘뽕’ 수록곡을 바탕으로 한 무대를 준비하고 있다. 250은 “‘뽕’은 애수를 가지면서도 신나게 춤을 추며 느끼는 ‘갭’을 즐기고 싶어 만든 앨범”이라며 “세종문화회관을 무도회장 같은 느낌으로 만들어 앨범의 전반적인 분위기를 입체적으로 설명할 수 있는 공연을 만들고자 한다”고 밝혔다.댄스 크루 프라우드먼의 리더인 모니카는 일렉트로닉 장르 기반의 보컬리스트이자 프로듀서인 씨피카와 ‘쓰인 적 없는 ㅅ’(8월 18~20일)을 선보인다. 모니카는 “방송을 통해 프라우드먼이 공격적인 춤을 추는 팀으로 알려졌지만, 우리는 ‘남의 슬픔을 자신의 슬픔처럼 느끼고 살자’는 생각으로 공감과 위로가 있는 춤을 추구한다”며 “춤과 음악이 잘 어우러진 쉽지만 따뜻한 공연을 만들겠다”고 말했다.이밖에도 △안무가 김재덕의 현대무용 ‘몸으로 몸한다’(7월 6~8일) △코끼리들이 웃는다의 연극 ‘물질’(7월 20~23일) △싱어송라이터 서사무엘과 수화 아티스트 지후트리의 ‘그러면 사랑 얘기는 누가 하지’(7월 28~30일) △밴드 이날치의 ‘이날치-싱크 넥스트 23’(가제, 8월 3~5일) △싱어송라이터 겸 작가 이랑과 드랙 아티스트 모어의 ‘왜 내가 너의 친구라고 말하지 않는 것인가’(8월 8일) 등이 관객을 찾는다..또한 △밴드 너드커넥션과 미디어아티스트 Z1의 ‘테라리움’(8월 12~13일) △국악 연주자 성시영, 이일우, 황민왕의 ‘광광, 굉굉’(8월 15일) △연출가 배요섭이 이끄는 궁리소 묻다의 ‘우주 양자 마음’(8월 24~27일) △가수 겸 현대미술과 백현진의 ‘백현진 쑈 : 공개방송’(9월 1~3일) △비주얼 디렉터 정구호와 현대무용가 김성훈의 ‘그리멘토’(9월 7~10일) 등을 만날 수 있다. 8월엔 현대무용가 안은미, 현대무용 단체 앰비규어스 댄스 컴퍼니 등이 출연하는 야외 무료 축제 ‘세종썸머페스티벌’도 함께 개최한다.티켓 가격 1만 5000~6만 5000원. 오는 4일부터 얼리버드 티켓과 패키지 티켓 예매를 진행한다. 보다 자세한 내용은 세종문화회관 홈페이지에서 확인할 수 있다.",http://www.edaily.co.kr/news/newspath.asp?newsid=03447286635605312,"세종,문화,회관,아티스트,프로듀서"
"[포토] 뉴진스 혜인, 워킹도 명품","뉴진스 혜인.패션 브랜드 루이비통 2023년 프리폴 컬렉션이 29일 오후 한강 잠수교에서 열렸다.이날 행사에는 배우 고현정, 천우희, 고아성, 장미희, 김서형, 전여빈, 이솜, 박지후, 임시완, 노윤서, 박형식, 배두나, 가수 김윤아, 태연, 뉴진스 혜인, 세븐틴 민규, 스트레이키즈 필릭스, 있지 예지, 르세라핌(사쿠라,김채원,허윤진,카즈하, 홍은채), 선미, 화사, 배우 정려원, 한효주, 이성경, 위하준, 김나영, 기은세, 모델 아이린과 해외 셀럽들이 참석했다.이번 루이비통 프리폴 패션쇼로 29일 당일 0시부터 자정까지 잠수교 일대 차량, 자전거, 도보, 이륜차 이용이 통제됐다. 서울시에 따르면 통제구간은 잠수교 북단(녹사평대로11길 잠수교 진입차선)에서 남단(반포대로 잠수교 진입 차선)까지 총 1.6㎞다.[강영국 스타투데이 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]",https://www.mk.co.kr/article/10725034,"잠수교,뉴진스,혜인,루이비통,프리"
"뉴진스 'OMG', 스포티파이 스밍 3억↑…자체 두 번째","1황철순, 주가조작 가담 의혹 부인…""난 주식 모르는 똥멍청이""예능 프로그램에 출연해 얼굴을 알린 헬스 트레이너 황철순이 주가 조작 가담 의혹을 부인했다. 3일 황철순은 자신의 인스타그램에 ""3일 전부터 많은 기자분께서 (헬스장을) 뚫고 들어오신다""며 ""나는 주식도 모르는 똥멍청이이며 투자 제안도 받아본 적이 없으며 아직 피해 사실이 확인된 바 없다""고 적었다. ""운동과 관련되지 않은 부분에 대해서는 어떤 말씀이나 책임 있는 설명을 해드릴 수 없는 위치라는 것을 이해해 주시기 바란다""며 ""그렇게 많은 인터뷰를 해도 기사 한 토막 안 나간 이유는 내 얘기가 영양가가 없다는 얘기""라고",http://www.newsis.com/view/?id=NISX20230429_0002285724&cID=10601&pID=10600,"황철순,가담,의혹,부인,주식"
"[비즈 스톡] 하이브 주가, 르세라핌ㆍ뉴진스 활약에 30만원 회복…52주 신고가 경신-비즈엔터","[비즈엔터 윤준필 기자]▲그룹 르세라핌(비즈엔터DB)하이브(352820) 주가가 52주 신고가를 경신한 가운데, 르세라핌ㆍ뉴진스가 남다른 성장세를 보이고 있다.하이브는 3일 오전 9시 53분 기준, 전 거래일 대비 5.45%(1만 5500원) 오른 30만원에 거래되고 있다. 이날 장 초반 하이브는 30만 3000원까지 오르면서 52주 신고가를 경신했다.지난 2일 앨범 판매량 집계 사이트 한터차트에 따르면, 하이브 레이블 쏘스뮤직 소속 르세라핌(LE SSERAFIM)은 이날 일간 음반 차트의 정상을 차지했다.지난 1일 발매된 르세라핌의 정규 1집 '언포기븐(UNFORGIVEN)'은 발매 당일 102만 4034장이 판매됐다. 이는 역대 K팝 걸그룹 발매 1일 차 판매량 1위에 해당한다. 솔로 가수를 포함한 전체 여성 아티스트 중에서도 최다 기록이다.▲뉴진스(사진제공=어도어)어도어 소속 뉴진스의 활약 또한 눈에 띈다. 뉴진스(NewJeans)는 3일 일본 오리콘 차트가 발표한 주간 스트리밍 랭킹에서 싱글 앨범 'OMG' 수록곡 'Ditto'로 누적 재생 수 1억 회를 돌파했다.지난해 12월 19일 공개된 지 19주 만의 기록으로, 오리콘 차트에서 1억 회 넘게 스트리밍된 해외 여성 아티스트의 곡 가운데 최단 기간이다. 해외 남,녀 아티스트 통틀어서는 역대 4위다.한편, 하이브는 지난 2일 올해 1분기 실적을 발표했다. 매출액은 전년 동기 대비 44.07% 증가한 4106억원, 영업이익은 41.51% 늘어난 535억을 기록했다고 공시했다. 시장 기대치를 넘어선 어닝 서프라이즈이자, 하이브 창사 이래 최대 1분기 실적이다.하이브는 올해 1분기 음반 판매량이 전년 동기 대비 4배 이상 늘어난 911만 장을 기록했다고 밝혔다. 하이브는 매출의 상당 부분을 차지했던 방탄소년단(BTS) 멤버들의 군 입대로 시장의 걱정 어린 시선을 받았지만, 방탄소년단 지민을 비롯해 뉴진스, 르세라핌, 세븐틴, 투모로우바이투게더 등 소속 아티스트들이 좋은 성과를 거뒀다.또 하이브 신인들을 향한 기대도 높다. 오는 30일에는 하이브 레이블 KOZ엔터테인먼트의 신인 보이그룹 보이넥스트도어가 데뷔하며, UMG와 함께 미국 현지에서도 걸그룹을 준비 중이다.",http://enter.etoday.co.kr/news/view/241062,"하이브,세라핌,뉴진스,차트,아티스트"
뉴진스·아웃렛·스탠다드...유통가도 놀란 무신사 신의 세 수,"무신사 앰배서더 뉴진스. 무신사는 마약 복용 혐의를 받는 유아인의 공백을 뉴진스로 성공적으로 막았다는 평가를 받는다. 무신사 제공유통업계가 패션 플랫폼 1위인 무신사의 선구안에 놀라고 있다. 메인 모델이었던 유아인의 리스크부터 패션가의 골칫거리였던 재고 처리를 위한 아웃렛 운영, 자체 SPA 브랜드 '무신사 스탠다드'까지 우연이든, 계획적이든 한발 앞서 시장을 내다본다는 것이다. 비교적 높은 수수료와 까다로운 입점 절차에도 업계 안팎에서 ""그래도 무신사가 일은 잘한다""는 말이 나오는 배경이다.무신사의 선구안 ‘뉴진스’""사실, 유아인의 마약 복용으로 가장 타격을 받을 것으로 예상됐던 곳은 무신사였죠. 그런데 뉴진스로 정말 잘 넘어 갔어요.""패션 브랜드 A 사 관계자의 말이다. 최고의 스타였던 유아인은 지난 2월 불법 마약 복용 혐의로 경찰 조사를 받았다. 유아인을 모델로 기용했던 10여 개 업체들은 한바탕 곤욕을 치렀다. 메인 모델의 마약 스캔들은 브랜드 이미지에 치명적이었기 때문이다.그중에서도 무신사는 유아인 리스크를 제대로 받을 것으로 예측됐다. 2020년 유아인을 앰배서더로 발탁한 무신사는 그를 본뜬 버추얼휴먼 '무아인'까지 개발하면서 스타 마케팅에 적극적이었기 때문이다. '유아인=인간 무신사'라는 수식어가 나돌 정도였다.그러나 유아인 마약 파문이 일어난 지 두 달여를 넘긴 현재, 무신사는 위기를 성공적으로 피해 갔다는 평가를 받는다. 비결은 뉴진스다.무신사는 지난해 10월 걸그룹 뉴진스를 국내외 앰버서더로 발탁했다. 유아인의 마약 스캔들이 터지기 수개월 전이었다. 무신사는 새내기 걸그룹 뉴진스의 독보적인 캐릭터와 힙한 감각이 무신사와 잘 맞는다고 판단하고 또 다른 앰배서더로 맞았다.신의 한 수였다. 뉴진스의 글로벌 인지도는 넉 달 사이 더 높아졌다. 유아인이 마약 스캔들에 휘말리자, 무신사는 그 자리를 뉴진스로 채웠다. 브랜드 상징과 같던 모델이 부정 이슈로 빠졌지만 공백이 사실상 느껴지지 않았다.효과도 톡톡히 보고 있다는 설명이다. 무신사에 따르면 지난 2월 기준 무신사 스토어 여성 패션 카테고리 거래액은 전년보다 2배 이상 신장했다. 무신사는 스토어 내 주요 여성 의류 및 패션잡화 브랜드 매출이 가파르게 상승했다는 점이 만족스러운 눈치다.회사 측은 뉴진스 화보와 멤버들이 착용한 상품을 확인할 수 있는 쇼케이스 페이지는 평균 대비 30배가 넘는 조회수를 기록했다고 설명했다.A 사 관계자는 ""무신사는 유아인보다 타깃층이 낮고 글로벌 커버 범위가 넓은 모델을 찾다가 뉴진스를 추가로 발탁했다""며 ""유아인의 사고를 예측한 결과는 아니었지만, 결과적으로 시장을 한발 앞서 본 덕에 위기를 벗어났다""고 했다. 그러면서 이 관계자는 ""네파 등 유아인을 기용했던 타 브랜드와 달리 무신사는 모델 공백이 느껴지지 않았다""고 했다.유통가 더 놀란 것은무신사 아웃렛 이미지. 무신사 제공업계가 무신사를 보면서 놀라는 지점은 더 있다. 지난해 2월 선보인 인앱 형태의 상시 할인 전문관인 '무신사 아울렛(아웃렛)'이다.무신사 아웃렛은 입점 브랜드의 고민거리였던 재고 문제를 해결하고, 소비자에게는 평소 즐겨 찾는 인기 브랜드의 제품을 합리적인 가격에 제공한다는 취지에서 마련됐다. 무신사 아웃렛은 전용 할인 상품과 기존의 브랜드 시즌 상품이 중복으로 노출되지 않도록 운영되면서 파트너사는 물론 고객에게도 뜨거운 반응을 얻고 있다.1일 무신사에 따르면 무신사 아웃렛은 론칭 이후 매월 100만 이상의 활성 이용자 수를 기록하면서 지속적으로 성장 중이다.패션 업체 관계자 B 씨는 ""팔다 남은 재고 상품은 가지고 있어봐야 짐만 되고 업체에 큰 부담이 되는데, 무신사가 이런 부분을 잘 파고들었다""며 ""서로 윈윈하는 구조""라고 했다.2017년 선보인 자체 브랜드 무신사 스탠다드 역시 업체들의 질투를 받고 있다. 준수한 품질의 '모던 베이식 캐주얼웨어'를 콘셉트로 한 무신사 스탠다드의 매출은 지난해 2000억원 규모까지 성장했다.무신사 스탠다드 2호점인 강남점 전경. 무신사 제공무신사는 국내 플랫폼 기업 중 거의 유일하게 꾸준히 흑자 기조를 유지하는 곳이다. 투자에 집중했던 지난해에도 매출 7083억원을 달성하면서 전년 4613억원 대비 53.5% 성장했다.소비자 데이터 플랫폼 오픈서베이가 최근 공개한 'MZ세대 패션 앱 트렌드 리포트 2023'에 따르면 최근 3개월 내 구매 경험 기준으로 무신사가 이용률 48.5%로 1위를 차지했다. 이는 2위에 오른 에이블리(22.2%), 3위를 기록한 지그재그(21.5%)를 합친 것보다도 많은 규모다.여러 브랜드를 거느린 패션 대기업 C 사 관계자는 ""타 사 브랜드 담당자가 '우리 무신사에 입점했다'고 좋아하는 모습을 보면서 '플랫폼에 하나 입점한 일이 저렇게 좋아할 일인가' 의아했는데, 이제는 '그럴만하다' 싶다""며 ""여러 면에서 무신사의 힘을 절감하고 있다""고 말했다.서지영 기자 seojy@edaily.co.kr",https://isplus.com/article/view/isp202305010120,"유아인,브랜드,뉴진스,패션,마약"
